,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,polarity_api_output
11461,12185,29356,29356,40847,1349381009981100032,1349381009981100032,2021-01-13 21:11:17,2021-01-13,21:11:17,530,7790922,drdagly,Darren Markland,,"Ok. Educational thread. #COVID19 #vaccine #strains #Mutation First a caveat. Until we have good data most of this thread is theoretical, but to keep you out of suspense, I believe that our current vaccines will protect us from evolving strains of coronavirus.",en,[],[],[],10.0,51.0,283.0,"['covid19', 'vaccine', 'strains', 'mutation']",[],https://twitter.com/drdagly/status/1349381009981100032,False,,0.0,,,,,,,,[],,,,,POSITIVE
3492,3695,20866,20866,29935,1368219033942827016,1368219033942827016,2021-03-06 20:46:52,2021-03-06,20:46:52,530,158586586,naomiparness,Naomi Parness,,This is truly The Good Stuff!!! Our grandparents - who are 102 and 95 years old - and both Holocaust survivors - got their first #COVID19 #vaccine. We could not be happier! Thank you to my incredible aunt and uncle for getting up early to take them there. There is #hope.,en,[],[],"['https://pbs.twimg.com/media/Evzj9F2XEAQTGG3.jpg', 'https://pbs.twimg.com/media/Evzj9F3WEAAOxMc.jpg', 'https://pbs.twimg.com/media/Evzj9F3XMAY0MVP.jpg', 'https://pbs.twimg.com/media/Evzj9F3WQAII02B.jpg']",79.0,185.0,2759.0,"['covid19', 'vaccine', 'hope']",[],https://twitter.com/naomiparness/status/1368219033942827016,False,,1.0,https://pbs.twimg.com/media/Evzj9F2XEAQTGG3.jpg,,,,,,,[],,,,,POSITIVE
5933,6309,23480,23480,33353,1362105046402482176,1362105046402482176,2021-02-17 23:52:04,2021-02-17,23:52:04,530,800459756292882432,500womensci,500 Women Scientists,,Shout out to <USER> who helped develop the #COVID19 vaccine and her work has helped with confidence in Black and Brown communities about #vaccine safety #BreakthroughFestival #DiversifyTech <USER> <USER>,en,"[{'screen_name': 'kizzyphd', 'name': 'kizzyphd', 'id': '1215444012322172928'}, {'screen_name': 'cyberpando', 'name': 'angélica pando 🍵', 'id': '174901190'}, {'screen_name': 'scifri', 'name': 'science friday', 'id': '16817883'}]",[],[],2.0,7.0,28.0,"['covid19', 'vaccine', 'breakthroughfestival', 'diversifytech']",[],https://twitter.com/500womensci/status/1362105046402482176,False,,0.0,,,,,,,,[],,,,,POSITIVE
9536,10156,27327,27327,38177,1353427676275429381,1353427676275429381,2021-01-25 01:11:18,2021-01-25,01:11:18,530,3618639139,drchandraford,"Chandra L. Ford, PhD, MPH, MLIS",,"So honored and excited to join <USER> radio program at 1pm PT to talk #COVID19, #vaccine hesitancy, #racism in society and our field, #mistrust and what we can do to address these challenges. <USER>",en,"[{'screen_name': 'us_drcozzette', 'name': 'uncontrolled substance with dr. cozzette', 'id': '1290349534380306432'}, {'screen_name': 'racialhealtheq', 'name': 'racial health equity', 'id': '908088383070552066'}]",[],[],0.0,3.0,28.0,"['covid19', 'vaccine', 'racism', 'mistrust']",[],https://twitter.com/DrChandraFord/status/1353427676275429381,False,,0.0,,,,,,,,[],,,,,POSITIVE
1230,1305,18476,18476,26817,1374016001516449803,1374016001516449803,2021-03-22 20:41:57,2021-03-22,20:41:57,530,299273962,laurie_garrett,Laurie Garrett,,"The <USER> company had to conduct new Phase 3 trials to garner possible approval from <USER> &amp; results are just out, via press release: - ""79% #vaccine efficacy at preventing symptomatic #COVID19 - 100% efficacy against severe disease &amp; hospit.""",en,"[{'screen_name': 'astrazeneca', 'name': 'astrazeneca', 'id': '62465691'}, {'screen_name': 'us_fda', 'name': 'u.s. fda', 'id': '208120290'}]",['https://www.astrazeneca.com/'],[],10.0,70.0,138.0,"['vaccine', 'covid19']",[],https://twitter.com/Laurie_Garrett/status/1374016001516449803,False,,0.0,,,,,,,,[],,,,,POSITIVE
12450,13224,30395,30395,42227,1347162591878148101,1347162591878148101,2021-01-07 18:16:05,2021-01-07,18:16:05,530,41822696,phe_uk,Public Health England,,THREAD 1/5 A recent <USER> article claimed we had decided not to deliver the #COVID19 #vaccine on Sundays. This is untrue.,en,"[{'screen_name': 'telegraph', 'name': 'the telegraph', 'id': '16343974'}]",[],['https://pbs.twimg.com/media/ErIVLKWXAAct1GJ.png'],65.0,363.0,696.0,"['covid19', 'vaccine']",[],https://twitter.com/PHE_uk/status/1347162591878148101,False,,1.0,https://pbs.twimg.com/media/ErIVLKWXAAct1GJ.png,,,,,,,[],,,,,POSITIVE
7802,8294,25465,25465,35853,1357154602479734784,1357154602479734784,2021-02-04 08:00:46,2021-02-04,08:00:46,530,2635505990,idepiphd,Dr Nicole E Basta,,"Did you know? <USER> <USER> created positive, free #vaccine #vaccination photos you can use for your stock images. Let's use photos that remind us that vaccines keep people healthy and happy - enough with the giant needles, already!",en,"[{'screen_name': 'selfmagazine', 'name': 'self', 'id': '23798922'}, {'screen_name': 'ameracadpeds', 'name': 'american academy of pediatrics', 'id': '32431468'}]",['https://www.flickr.com/photos/selfmagazine/albums/72157710332198661'],[],4.0,12.0,30.0,"['vaccine', 'vaccination']",[],https://twitter.com/IDEpiPhD/status/1357154602479734784,False,,0.0,,,,,,,,[],,,,,POSITIVE
10740,11418,28589,28589,39779,1350806473341886466,1350806473341886466,2021-01-17 19:35:34,2021-01-17,19:35:34,530,843557013443526657,nursessikh,British Sikh Nurses ☬ 💙,,This is a great initiative &amp; will also help dispel any myths around the #COVID19 #vaccine <EMOJI:syringe> <EMOJI:speaking_head><EMOJI:person_wearing_turban><EMOJI:medium-dark_skin_tone><EMOJI:male_sign> Communication between the <USER> &amp; South Asian community is essential. <USER> <USER> <USER> <USER> <USER> <USER> <USER> <USER>,en,"[{'screen_name': 'nhsengland', 'name': 'nhs england and nhs improvement', 'id': '551426814'}, {'screen_name': 'gurchrandhawa', 'name': 'gurch randhawa', 'id': '586879009'}, {'screen_name': 'sikhpa', 'name': 'sikhpressassociation', 'id': '2459519659'}, {'screen_name': 'sikhdoctorassoc', 'name': 'sikh doctors association', 'id': '1241111603753385985'}, {'screen_name': 'scukofficial', 'name': 'sikh council uk', 'id': '1218601423937720321'}, {'screen_name': 'westmids550', 'name': 'west midlands 550 💚', 'id': '3794618187'}, {'screen_name': 'citysikhs', 'name': 'city sikhs', 'id': '192230347'}, {'screen_name': 'sgsssouthall', 'name': 'sri guru singh sabha', 'id': '375252862'}, {'screen_name': 'sgrsbedford', 'name': 'sgrsbedford', 'id': '838836027032756225'}]",[],[],1.0,8.0,24.0,"['covid19', 'vaccine']",[],https://twitter.com/NursesSikh/status/1350806473341886466,False,https://twitter.com/SikhAYorkshire/status/1350770378264731649,0.0,,,,,,,,[],,,,,POSITIVE
1297,1374,18545,18545,26915,1373884276073185280,1373757419717812224,2021-03-22 11:58:31,2021-03-22,11:58:31,530,939789092006563840,elizabethf100,Elizabeth Freedm 💙,,"<USER> The EU has exported millions of #vaccine doses, many of them to us. We have exported none, clinging selfishly to our supply more like Gollum with his ring than a respected nation with international responsibilities.",en,[],[],['https://pbs.twimg.com/media/ExEEd3sWgAA0NJq.jpg'],7.0,5.0,30.0,['vaccine'],[],https://twitter.com/elizabethf100/status/1373884276073185280,False,,1.0,https://pbs.twimg.com/media/ExEEd3sWgAA0NJq.jpg,,,,,,,"[{'screen_name': 'NJ_Timothy', 'name': 'Nick Timothy', 'id': '1214108358292041728'}]",,,,,POSITIVE
2003,2126,19297,19297,27933,1372146519470702600,1372146519470702600,2021-03-17 16:53:18,2021-03-17,16:53:18,530,750666850846072832,gabxcaroline,🍎Sevvy,,You have a MUCH higher risk of getting blood clots from taking birth Control than the #vaccine but they never stopped distributing that before.,en,[],[],[],1.0,0.0,12.0,['vaccine'],[],https://twitter.com/gabxcaroline/status/1372146519470702600,False,,0.0,,,,,,,,[],,,,,POSITIVE
13390,14227,31398,31398,43667,1345088030818897927,1345088030818897927,2021-01-02 00:52:31,2021-01-02,00:52:31,530,22153481,helen_tyson,Dr Helen Tyson,,"The best news for me this New Year was that my wonderful 80 year old Aunt has had the #vaccine! I cant wait to sit in her living room, talking politics over a Merlot or 3. Not long now Sheila!",en,[],[],[],2.0,0.0,13.0,['vaccine'],[],https://twitter.com/Helen_Tyson/status/1345088030818897927,False,,0.0,,,,,,,,[],,,,,POSITIVE
8131,8651,25822,25822,36297,1356437701629739008,1356437701629739008,2021-02-02 08:32:04,2021-02-02,08:32:04,530,823634931175792641,arosen380,Allison Rosen M.S.,,Please learn the facts about the #covidvaccine before you decide whether or not you want to get it. It is your choice &amp; I chose to get it to try my life back! #covid19 #vaccine #healthcare #cancersurvivor #highriskcovid19 #thisisourshot #fullyvaccinated,en,[],[],[],0.0,1.0,13.0,"['covidvaccine', 'covid19', 'vaccine', 'healthcare', 'cancersurvivor', 'highriskcovid19', 'thisisourshot', 'fullyvaccinated']",[],https://twitter.com/ARosen380/status/1356437701629739008,False,,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1356437664405348352/pu/img/EFTwuCj6F1D5dsBO.jpg,,,,,,,[],,,,,POSITIVE
5254,5575,22746,22746,32410,1364155372450283522,1364155372450283522,2021-02-23 15:39:20,2021-02-23,15:39:20,530,2932558313,dr_philippaw,Dr Philippa Whitford,,"Great data from Public Health Scotland showing 85-94% drop in hospitalisation, and 62% drop in Care Home deaths, for those who have had 1 dose of #COVID19 #Vaccine. You can watch my full contribution to the debate here:",en,[],['https://www.youtube.com/watch?v=Ww-Fvwx_zcc'],[],4.0,153.0,296.0,"['covid19', 'vaccine']",[],https://twitter.com/Dr_PhilippaW/status/1364155372450283522,False,,1.0,https://pbs.twimg.com/amplify_video_thumb/1364154619912462338/img/cR0Gtq8xPWpzIDCA.jpg,,,,,,,[],,,,,POSITIVE
1668,1761,18932,18932,27457,1372838652808552453,1372838652808552453,2021-03-19 14:43:35,2021-03-19,14:43:35,530,59621062,dearsusanbranch,SUSAN BRANCH,,.<USER> <USER> How come so much vaccine disinformation allowed on Twitter? Not good for America or the world. #Pfizer #COVID19 #Vaccine #AntiVax #DrFauci,en,"[{'screen_name': 'twitter', 'name': 'twitter', 'id': '783214'}, {'screen_name': 'jack', 'name': 'jack⚡️', 'id': '12'}]",[],[],8.0,7.0,93.0,"['pfizer', 'covid19', 'vaccine', 'antivax', 'drfauci']",[],https://twitter.com/dearsusanbranch/status/1372838652808552453,False,,0.0,,,,,,,,[],,,,,POSITIVE
1700,1796,18967,18967,27505,1372680535072444416,1372680535072444416,2021-03-19 04:15:17,2021-03-19,04:15:17,530,39742016,weoncologists,Gil Morgan,,"What a difference a year makes Europe back on track with the #COVID19 #vaccine This brave young woman didnt hesitate to roll up her sleeve, Cmon Europe, lets keep the #COVID19Vaccine going<EMOJI:double_exclamation_mark> <USER> <EMOJI:police_car_light>#laughteristhebestmedicine Friday",en,"[{'screen_name': 'oncoalert', 'name': 'oncoalert', 'id': '1109128247789395968'}]",[],"['https://pbs.twimg.com/media/Ewy9q4_WEAExurY.jpg', 'https://pbs.twimg.com/media/Ewy9q49XIAYTlbV.jpg']",0.0,4.0,25.0,"['covid19', 'vaccine', 'covid19vaccine', 'laughteristhebestmedicine']",[],https://twitter.com/weoncologists/status/1372680535072444416,False,,1.0,https://pbs.twimg.com/media/Ewy9q4_WEAExurY.jpg,,,,,,,[],,,,,POSITIVE
10434,11097,28268,28268,39359,1351470196561752064,1351470196561752064,2021-01-19 15:32:58,2021-01-19,15:32:58,530,103021125,e_estonia,e-Estonia,,#Estonian company <USER> is working with the <USER> to determine how an international system for verifying individuals #vaccine history could work <EMOJI:syringe> <USER> &amp; <USER> talk details with the <USER> #VaccineGuard #blockchain,en,"[{'screen_name': 'guardtime', 'name': 'guardtime', 'id': '17365753'}, {'screen_name': 'who', 'name': 'world health organization (who)', 'id': '14499829'}, {'screen_name': 'martenkaevats', 'name': 'marten kaevats', 'id': '1004064126'}, {'screen_name': 'ainaaviksoo', 'name': 'ain aaviksoo', 'id': '57117064'}, {'screen_name': 'wsj', 'name': 'the wall street journal', 'id': '3108351'}]",['https://www.wsj.com/articles/who-plans-privacy-security-rules-for-covid-19-vaccine-certificates-11610706601?reflink=desktopwebshare_linkedin'],[],1.0,10.0,20.0,"['estonian', 'vaccine', 'vaccineguard', 'blockchain']",[],https://twitter.com/e_estonia/status/1351470196561752064,False,,0.0,,,,,,,,[],,,,,POSITIVE
2932,3109,20280,20280,29188,1369972752942256130,1369972752942256130,2021-03-11 16:55:31,2021-03-11,16:55:31,530,38445526,rfhunt1,R.F.Hunt ♿️,,Now on the #vaccine home-visit list - they will call me the day before they come. Hopefully it will be soon. Fingers crossed.,en,[],[],[],1.0,1.0,17.0,['vaccine'],[],https://twitter.com/RFHunt1/status/1369972752942256130,False,,0.0,,,,,,,,[],,,,,POSITIVE
12705,13499,30670,30670,42590,1346525683170861057,1346525683170861057,2021-01-06 00:05:14,2021-01-06,00:05:14,530,1145152249640955905,cardiacpa1,Notorious EKG⚡😷,,"24 hour post 1st #vaccine update: -Mild arm soreness -Mild headache last night, took nothing, awoke today and it was gone #Vaccinated #Grateful",en,[],[],[],0.0,0.0,15.0,"['vaccine', 'vaccinated', 'grateful']",[],https://twitter.com/CardiacPA1/status/1346525683170861057,False,https://twitter.com/CardiacPA1/status/1346244665864032258,0.0,,,,,,,,[],,,,,POSITIVE
10629,11303,28474,28474,39637,1351047340656898051,1351047340656898051,2021-01-18 11:32:41,2021-01-18,11:32:41,530,220022654,annacookson,Anna Cookson,,"Morning! Join us as we attempt to banish #BlueMonday on <USER> We tell you some good #vaccine news, combat #loneliness &amp; meet #Kents oldest paperboy! See you there <EMOJI:face_blowing_a_kiss>",en,"[{'screen_name': 'bbcradiokent', 'name': 'bbc radio kent', 'id': '78588073'}]",[],[],1.0,3.0,13.0,"['bluemonday', 'vaccine', 'loneliness', 'kent']",[],https://twitter.com/annacookson/status/1351047340656898051,False,,1.0,https://pbs.twimg.com/ext_tw_video_thumb/1351047299183603712/pu/img/4vAFPI7fTtHEvdBu.jpg,,,,,,,[],,,,,POSITIVE
731,781,17952,17952,26122,1375143995253358598,1375143995253358598,2021-03-25 23:24:12,2021-03-25,23:24:12,530,3222910297,lacivilrights,LA Civil Rights,,"VACCINE ALERT <EMOJI:syringe> LAs Eritrean COVID-19 Task Force is partnering with <USER> to provide the #COVID19 #vaccine to members of the #Eritrean community who qualify. THIS SATURDAY, March 27 from 9am to 4pm. Call Tsega Habte at 424-224-1804 to confirm.",en,"[{'screen_name': 'kedrenhealth', 'name': 'kedren health', 'id': '3565242854'}]",[],['https://pbs.twimg.com/media/ExV-LOkVoAAMQtM.jpg'],1.0,11.0,21.0,"['covid19', 'vaccine', 'eritrean']",[],https://twitter.com/lacivilrights/status/1375143995253358598,False,,1.0,https://pbs.twimg.com/media/ExV-LOkVoAAMQtM.jpg,,,,,,,[],,,,,POSITIVE
5948,6325,23496,23496,33371,1362092270300856321,1362092270300856321,2021-02-17 23:01:18,2021-02-17,23:01:18,530,42198628,thomsod,Donna Thomson,,"Come on Canada - prioritize ppl w #DownSyndrome &amp; other Dev #disabilities now for #Covid19 #vaccine! Our Nicholas says, ""I'm Ready For My Shot"" Watch Ready For My Shot on #Vimeo <USER> <USER> <USER> <USER>",en,"[{'screen_name': 'canchild_ca', 'name': 'canchild', 'id': '599308923'}, {'screen_name': 'kidsbrainhealth', 'name': 'kids brain health', 'id': '92658381'}, {'screen_name': 'childbrightnet', 'name': 'child-bright network', 'id': '761702159587180545'}, {'screen_name': 'childhealthcan', 'name': ""children's healthcare canada"", 'id': '292401164'}]",['https://vimeo.com/512599431'],[],0.0,8.0,16.0,"['downsyndrome', 'disabilities', 'covid19', 'vaccine', 'vimeo']",[],https://twitter.com/Thomsod/status/1362092270300856321,False,,0.0,,,,,,,,[],,,,,POSITIVE
6207,6597,23768,23768,33701,1361436439108534286,1361434265469259783,2021-02-16 03:35:16,2021-02-16,03:35:16,530,3324350872,gfl9112,Georg,,"Now all that has been established. Prove to me that propositions like #vaccine passports are not purely an infringement on liberties, free-movement and a proposal of further paralyzing social control.",en,[],[],[],1.0,7.0,33.0,['vaccine'],[],https://twitter.com/GFL9112/status/1361436439108534286,False,,0.0,,,,,,,,[],,,,,POSITIVE
9159,9755,26926,26926,37699,1354344158693978115,1354344158693978115,2021-01-27 13:53:04,2021-01-27,13:53:04,530,4443819921,sapracorg,SAPRAC,,"The #Saudi Finance Minister has said that the Kingdom is negotiating with Covid19 #vaccine producers in order to provide them to low-income countries, such as Yemen and countries in Africa.",en,[],[],['https://pbs.twimg.com/media/EsuY1YgVoAAswZd.jpg'],1.0,14.0,16.0,"['saudi', 'vaccine']",[],https://twitter.com/SapracOrg/status/1354344158693978115,False,,1.0,https://pbs.twimg.com/media/EsuY1YgVoAAswZd.jpg,,,,,,,[],,,,,POSITIVE
3588,3795,20966,20966,30064,1367913326760648709,1367913326760648709,2021-03-06 00:32:06,2021-03-06,00:32:06,530,247853610,arandhillonwg,Aran Dhillon,,Extremely grateful to have received my first dose of the #coronavirus #vaccine at Orford Jubilee Neighbourhood Hub today. A huge thank you to the wonderful #NHS staff and volunteers. An excellent operation in place to deliver the vaccine - our route out of this deadly pandemic.,en,[],[],[],4.0,4.0,37.0,"['coronavirus', 'vaccine', 'nhs']",[],https://twitter.com/arandhillonWG/status/1367913326760648709,False,,0.0,,,,,,,,[],,,,,POSITIVE
4700,4982,22153,22153,31649,1365342855930257410,1365342855930257410,2021-02-26 22:17:58,2021-02-26,22:17:58,530,86145847,mr_zakka,Terence Zakka,,Head of Task Force for #vaccine production <USER> to <USER> : Europe will have the capacity to produce 2 to 3 bn doses by the end of the year. We will work hand in hand with the to address global needs,en,"[{'screen_name': 'thierrybreton', 'name': 'thierry breton', 'id': '785411705916559360'}, {'screen_name': 'cnn', 'name': 'cnn', 'id': '759251'}]",[],['https://pbs.twimg.com/media/EvKsFllXIAIY4cy.jpg'],3.0,38.0,93.0,['vaccine'],[],https://twitter.com/Mr_Zakka/status/1365342855930257410,False,,1.0,https://pbs.twimg.com/media/EvKsFllXIAIY4cy.jpg,,,,,,,[],,,,,POSITIVE
11193,11895,29066,29066,40467,1349912934936412161,1349912934936412161,2021-01-15 08:24:58,2021-01-15,08:24:58,530,17027632,sandibachom,Sandi Bachom,,The woman who saved my life #COVID19 #vaccine #moderna and screw the tens of thousands of Trump insurgents who refused to wear a mask at the Capitol riots. Made facial recognition a lot easier #WearAMask,en,[],[],['https://pbs.twimg.com/media/ErvahXGW8AYrgKe.jpg'],6.0,12.0,202.0,"['covid19', 'vaccine', 'moderna', 'wearamask']",[],https://twitter.com/sandibachom/status/1349912934936412161,False,,1.0,https://pbs.twimg.com/media/ErvahXGW8AYrgKe.jpg,,,,,,,[],,,,,POSITIVE
1510,1596,18767,18767,27229,1373140271639183360,1373140271639183360,2021-03-20 10:42:07,2021-03-20,10:42:07,530,969781208321331201,oni_blackstock,Dr. Oni Blackstock,,"Just by switching from an appointment-only to allowing walk-ins increased the proportion of Black, Latinx &amp; Asian #vaccine recipients. This isnt rocket science; this should be me model everywhere.",en,[],['https://www.inquirer.com/news/fema-vaccine-racial-equity-walk-ins-appointment-20210320.html'],[],60.0,1493.0,5160.0,['vaccine'],[],https://twitter.com/oni_blackstock/status/1373140271639183360,False,,0.0,,,,,,,,[],,,,,POSITIVE
2850,3025,20196,20196,29082,1370088825318432770,1370088825318432770,2021-03-12 00:36:45,2021-03-12,00:36:45,530,52752875,lisafrancecnn,Lisa Respers France,,"When you're headed to get your first #vaccine shot &amp; a brotha approaches you with ""Excuse me my beautiful Queen."" Me: ""First of all I'm married. Secondly I just didn't feel like doing my hair."" #DontLetTheHeadWrapFoolYa",en,[],[],['https://pbs.twimg.com/media/EwOIhTUWQAIzbus.jpg'],5.0,0.0,38.0,"['vaccine', 'dontlettheheadwrapfoolya']",[],https://twitter.com/LisaFranceCNN/status/1370088825318432770,False,,1.0,https://pbs.twimg.com/media/EwOIhTUWQAIzbus.jpg,,,,,,,[],,,,,POSITIVE
9116,9709,26880,26880,37647,1354411871609217024,1354411871609217024,2021-01-27 18:22:08,2021-01-27,18:22:08,530,3121006739,indembmoscow,India in Russia,,"Ambassador gave an interview to <USER> discussing the #vaccine cooperation between #India &amp; #Russia, #VaccineMaitri, #LargestVaccineDrive &amp; plans for #IndiaRussia relations in 2021. <EMOJI:newspaper> <USER> <USER> <USER> <USER> <USER>",en,"[{'screen_name': 'tass_agency', 'name': 'тасс', 'id': '285532415'}, {'screen_name': 'pmoindia', 'name': 'pmo india', 'id': '471741741'}, {'screen_name': 'drsjaishankar', 'name': 'dr. s. jaishankar', 'id': '859363899291742210'}, {'screen_name': 'meaindia', 'name': 'arindam bagchi', 'id': '441636351'}, {'screen_name': 'rusembindia', 'name': 'russia in india 🇷🇺', 'id': '707067944'}, {'screen_name': 'mfa_russia', 'name': 'mfa russia 🇷🇺', 'id': '255471924'}]",['https://indianembassy-moscow.gov.in/ambassador-interviews-25-01-2021.php'],['https://pbs.twimg.com/media/EsvUGExXYAMtd_6.jpg'],1.0,19.0,106.0,"['vaccine', 'india', 'russia', 'vaccinemaitri', 'largestvaccinedrive', 'indiarussia']",[],https://twitter.com/IndEmbMoscow/status/1354411871609217024,False,,1.0,https://pbs.twimg.com/media/EsvUGExXYAMtd_6.jpg,,,,,,,[],,,,,POSITIVE
4630,4910,22081,22081,31564,1365440713425625091,1365440713425625091,2021-02-27 04:46:49,2021-02-27,04:46:49,530,4902185775,bidmc_cvvrtrial,BIDMC_CVVRtrial,,"YES! Amazing news today as the FDA approves the Johnson &amp; Johnson #COVID19 #vaccine, developed in <USER> with clinical trials run by our team. THANK YOU to the scientists, clinicians, administrators and study volunteers who made this possible! <EMOJI:party_popper>",en,"[{'screen_name': 'barouchlab', 'name': 'barouch lab', 'id': '1286368501624520704'}]",[],[],0.0,3.0,13.0,"['covid19', 'vaccine']",[],https://twitter.com/BIDMC_CVVRTrial/status/1365440713425625091,False,https://twitter.com/ABC/status/1365424072054693894,0.0,,,,,,,,[],,,,,POSITIVE
2484,2634,19805,19805,28583,1371107964728279040,1371107964728279040,2021-03-14 20:06:27,2021-03-14,20:06:27,530,949296854604316674,drjahanpur,"Kianush Jahanpur, MD 🇮🇷",,Vaccines producers should work together to increase vaccine supply to the world. #Vaccine nationalism prevents supply chain optimization. #VaccineApartheid,en,[],[],[],4.0,1.0,35.0,"['vaccine', 'vaccineapartheid']",[],https://twitter.com/drjahanpur/status/1371107964728279040,False,,0.0,,,,,,,,[],,,,,POSITIVE
615,657,17828,17828,25948,1375469747693883396,1375469747693883396,2021-03-26 20:58:37,2021-03-26,20:58:37,530,46497226,jnbeatlefan,jnbeatlefan,,Go get your #vaccine! Getting mine this afternoon thanks to <USER> and <USER> and the federal govt. Let's beat this thing. <USER>,en,"[{'screen_name': 'gracelking', 'name': 'grace king', 'id': '1611894722'}, {'screen_name': 'publix', 'name': 'publix', 'id': '14784550'}, {'screen_name': 'wbir', 'name': 'wbir channel 10', 'id': '6892002'}]",[],['https://pbs.twimg.com/media/ExamJcHW8AAMEL1.jpg'],7.0,0.0,15.0,['vaccine'],[],https://twitter.com/jnbeatlefan/status/1375469747693883396,False,,1.0,https://pbs.twimg.com/media/ExamJcHW8AAMEL1.jpg,,,,,,,[],,,,,POSITIVE
10584,11255,28426,28426,39564,1351140336903593997,1351139939958853635,2021-01-18 17:42:13,2021-01-18,17:42:13,530,2265694387,profasifahmed,Prof Asif Ahmed 💙,,"<USER> PfizerBioNTech #vaccine is worrying Norwegians as 29 elderly people die after taking the jab. All were over 75 years &amp; frail. If you are over 75, best to take <USER> #COVID-19 AstraZeneca vaccine. Both my parents &amp; in-laws took it. They are fine.",en,"[{'screen_name': 'uniofoxford', 'name': 'university of oxford', 'id': '48289662'}]",[],[],13.0,4.0,23.0,"['vaccine', 'covid']",[],https://twitter.com/ProfAsifAhmed/status/1351140336903593997,False,,0.0,,,,,,,,"[{'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}]",,,,,POSITIVE
8927,9510,26681,26681,37409,1354801555283693575,1354801555283693575,2021-01-28 20:10:36,2021-01-28,20:10:36,530,102104262,bloodcancer_uk,Blood Cancer UK,,<EMOJI:syringe> Last night on <USER> Jonathan Van-Tam was asked why the wife of a man with #BloodCancer wasn't a #vaccine priority (30m 50s): <EMOJI:backhand_index_pointing_down> Our CEO <USER> explains why the answer wasn't good enough. <USER>,en,"[{'screen_name': 'channel4news', 'name': 'channel 4 news', 'id': '14569869'}, {'screen_name': 'gemmapeters', 'name': 'gemma peters', 'id': '29195679'}, {'screen_name': 'krishgm', 'name': 'krishnan guru-murthy', 'id': '17062358'}]",['https://www.channel4.com/news/ask-jonathan-van-tam-an-in-depth-qa-with-englands-deputy-chief-medical-officer'],[],6.0,30.0,71.0,"['bloodcancer', 'vaccine']",[],https://twitter.com/bloodcancer_uk/status/1354801555283693575,False,,1.0,https://pbs.twimg.com/amplify_video_thumb/1354801445724295176/img/rOFy-mvvu2oH-Rid.jpg,,,,,,,[],,,,,POSITIVE
12126,12883,30054,30054,41808,1347842049878462464,1347842049878462464,2021-01-09 15:16:01,2021-01-09,15:16:01,530,20512836,brainstormpete,Peter Yeates,,"Vaccinated today! Woo hoo! I would recommend anyone who is offered to have a #vaccine Over 1M people had the vaccine and no deaths; 2M had #COVID19 in UK and 80,000 deaths. This is our lifeline!",en,[],[],['https://pbs.twimg.com/media/ErR-KhvW4AAzdY3.jpg'],0.0,0.0,12.0,"['vaccine', 'covid19']",[],https://twitter.com/brainstormpete/status/1347842049878462464,False,,1.0,https://pbs.twimg.com/media/ErR-KhvW4AAzdY3.jpg,,,,,,,[],,,,,POSITIVE
3574,3779,20950,20950,30043,1367940333015867393,1367940333015867393,2021-03-06 02:19:25,2021-03-06,02:19:25,530,3234733702,arincotelaltman,Arin,,"The one shot Johnson and Johnson #vaccine is in the Hudson Valley! 3,500 doses being given out at <USER> from now until Wednesday! I spoke with <USER> and <USER> on what this means for residents <USER>",en,"[{'screen_name': 'marist', 'name': 'marist college', 'id': '17065446'}, {'screen_name': 'marcmolinaro', 'name': 'marc molinaro', 'id': '17581393'}, {'screen_name': 'repseanmaloney', 'name': 'sean patrick maloney', 'id': '1072467470'}]",[],"['https://pbs.twimg.com/media/EvvmevxXMAEvByf.jpg', 'https://pbs.twimg.com/media/EvvmewLXEAIc-nH.jpg']",0.0,5.0,18.0,['vaccine'],[],https://twitter.com/ArinCotelAltman/status/1367940333015867393,False,,1.0,https://pbs.twimg.com/media/EvvmevxXMAEvByf.jpg,,,,,,,[],,,,,POSITIVE
12207,12969,30140,30140,41911,1347597360189370368,1347597360189370368,2021-01-08 23:03:42,2021-01-08,23:03:42,530,578464725,romilchadha,Romil Chadha,,"The smile you cannot see when you get #COVID19 #Vaccine 2 from Colleen Swartz, VP Operations, <USER> <USER> Only side effect from 1 was continued #faith in our institution and our science and the person giving the vaccine <EMOJI:folded_hands><EMOJI:medium_skin_tone>",en,"[{'screen_name': 'uk_healthcare', 'name': 'uk healthcare', 'id': '16702346'}, {'screen_name': 'ukhospitalists', 'name': 'uk hospitalists', 'id': '3369575812'}]",[],['https://pbs.twimg.com/media/ErOgpZAW4AAEFeC.jpg'],2.0,4.0,55.0,"['covid19', 'vaccine', 'faith']",[],https://twitter.com/romilchadha/status/1347597360189370368,False,,1.0,https://pbs.twimg.com/media/ErOgpZAW4AAEFeC.jpg,,,,,,,[],,,,,POSITIVE
